,label,industry,year,K_C_V01,K_C_V02,K_C_V03,K_C_V04,K_C_V05,K_C_V06,K_C_V07,K_C_V08,K_C_V09,K_C_V10,K_C_V13,K_C_V14,K_C_V15,K_C_V16,K_C_V17,K_C_V18,K_C_V19,K_C_V20,K_C_V21,K_C_V22,K_C_V23,K_C_V25,K_C_V28,K_C_V29,K_C_V30,K_C_V32,K_C_V33,K_C_V34
1265,DDM,Vận tải,2016.0,2.187883,-0.501349,290.441122,,0.01004,0.205923,0.006968,0.070433,0.435535,0.048758,10.107473,1.606795,-2.648002,-0.758971,0.57347,0.0,27.256982,0.628355,1.591458,-0.051418,-32.378116,0.036688,,,,,,
1266,DDM,Vận tải,2017.0,2.102476,-0.343832,582.347977,,0.010174,0.147253,0.010956,0.127281,0.52492,0.069093,11.617885,1.839776,-2.190794,-1.02192,0.338231,9e-05,32.140025,0.622945,1.605279,-0.033509,-35.433598,0.031114,-0.148834,-0.452587,-0.068511,0.012367,0.156807,-0.311682
1267,DDM,Vận tải,2018.0,1.993099,-0.287969,642.457323,,0.00848,0.098421,0.022109,0.219889,0.565954,0.086159,9.94575,2.014956,-1.985265,-1.215183,0.314725,0.0004,38.252144,0.573141,1.744771,0.002239,-37.988158,0.026142,-0.240357,-1.060887,-0.185591,-0.017332,-0.281906,-0.242786
1268,DDM,Vận tải,2019.0,1.937966,-0.198697,711.56612,,0.010367,0.073197,0.023261,0.191484,0.621613,0.141625,8.232125,2.104897,-1.905062,-1.312528,0.309881,0.000419,29.763161,0.496356,2.014683,0.01914,-27.916835,0.033599,0.190044,7.323201,-0.125458,0.069189,-0.163337,-0.361102
1269,DDN,Dược phẩm,2016.0,1.94906,0.008519,64.382719,-898.664295,0.113844,0.118996,0.143301,0.161758,0.701423,0.956712,1.128802,0.885895,7.763858,0.018753,4.023407,-0.041491,17.46474,2.834612,0.352047,0.09734,-16.609716,0.057139,,,,,,
1270,DDN,Dược phẩm,2017.0,1.946979,0.010179,132.159623,-1506.211135,0.094102,0.098207,0.090832,0.108971,0.775712,0.958203,1.199696,0.833545,5.007624,0.020375,2.05695,-0.032922,22.148166,2.686804,0.370508,0.10155,-21.06902,0.044947,-0.209646,-0.002476,0.002544,0.057438,-0.114719,0.197593
1271,DDN,Dược phẩm,2018.0,1.94645,0.011486,158.815296,-945.713197,0.097876,0.102238,0.044001,0.053767,0.816616,0.95733,1.221953,0.818362,4.505456,0.018105,1.841394,-0.027383,18.590584,2.228175,0.448245,0.095313,-17.616768,0.053724,0.052181,-0.050517,-0.120223,0.064958,-0.045838,-0.003394
1272,DDN,Dược phẩm,2019.0,1.951459,0.011628,149.404461,-522.179585,0.10688,0.113146,0.042106,0.051845,0.797197,0.944613,1.231301,0.812206,4.324996,0.019258,1.987563,-0.025155,17.809528,2.387711,0.417181,0.085318,-17.01127,0.055931,0.171659,-0.039565,0.131389,0.047438,-0.060273,0.136308
1273,DDV,Hóa chất,2016.0,2.159267,-0.373522,18.10692,-921.108569,0.182934,0.723619,0.008405,0.017945,0.057715,0.252804,2.135041,0.538435,1.166542,-0.215358,1.218453,-0.00034,3.179891,10.079019,0.094863,-0.12359,-3.855488,0.30068,,,,,,
1274,DDV,Hóa chất,2017.0,1.890077,0.007152,38.227158,-1699.363846,0.132692,0.505303,0.004719,0.009427,0.1405,0.262598,1.997753,0.501655,1.006644,-0.216479,0.957192,-2.2e-05,7.247827,6.845006,0.143249,0.088727,-6.579154,0.135287,-0.313107,-1.679854,0.172141,1.305308,-0.147368,-1.029977
1275,DDV,Hóa chất,2018.0,1.820875,0.084281,41.644084,-1362.226454,0.158231,0.545385,0.0189,0.051909,0.12147,0.290127,2.746532,0.365234,0.575384,-0.109932,1.185729,0.0,7.418183,9.66316,0.101901,0.195265,-6.184131,0.132739,0.144634,1.112448,0.075909,-0.170128,0.112183,12.805913
1276,DDV,Hóa chất,2019.0,1.850527,0.003145,50.224964,-1393.180322,0.18019,0.538287,0.03749,0.110891,0.112582,0.334747,2.95784,0.339265,0.513465,-0.110937,0.879457,0.0,4.808554,7.69618,0.125979,0.10637,-4.21823,0.201631,0.09897,-0.474294,-0.250387,-0.105569,0.033755,-0.973417
1277,DFC,Kim loại,2016.0,1.905362,0.031124,23.241247,-1628.169512,0.261845,0.368417,0.133521,0.212064,0.320539,0.710731,1.588246,0.754766,3.07774,0.000953,5.056366,-0.070125,9.61257,7.852419,0.127195,0.235447,-8.713386,0.103905,,,,,,
1278,DFC,Kim loại,2017.0,1.917422,0.019454,39.778934,-3138.350796,0.270625,0.405231,0.093135,0.163888,0.300427,0.667828,1.75968,0.698552,2.317319,0.03719,2.866381,-0.047362,10.805883,9.733959,0.102469,0.234583,-9.939063,0.092305,-0.016903,-0.052287,0.121386,-0.10848,0.075009,-0.309241
1279,DFC,Kim loại,2018.0,1.914407,0.019308,37.131151,-3194.952569,0.319025,0.502625,0.029377,0.054457,0.279952,0.634717,1.853737,0.70687,2.411458,0.039154,2.872128,-0.042475,8.632323,9.837118,0.101184,0.223967,-7.930287,0.115306,0.263236,0.023092,0.007924,-0.001442,0.030131,0.001584
1280,DFC,Kim loại,2019.0,1.911525,0.01783,40.642787,-3277.529187,0.262856,0.41937,0.091893,0.166079,0.271484,0.626789,1.807318,0.721391,2.589254,0.028244,2.483419,-0.041859,9.243494,8.949741,0.111728,0.214836,-8.426179,0.108178,-0.144466,-0.003982,-0.090968,0.006939,0.042165,-0.154037
1281,DFS,Sản xuất thực phẩm,2017.0,2.013886,-0.076564,15.807289,-1444.814233,0.369206,0.643712,0.042373,0.071029,0.154722,0.573557,1.676279,0.603427,1.5224,-0.232494,3.586497,-0.011322,4.83825,11.545306,0.086549,-0.026193,-4.909194,0.206528,,,,,,
1282,DFS,Sản xuất thực phẩm,2018.0,1.9869,0.00872,,,,,,,,,,,,,,,,,,,,,,-2.219025,0.684308,,-0.060269,-1.196672
1283,DFS,Sản xuất thực phẩm,2019.0,2.005448,-0.01882,27.203388,-4063.133776,0.359271,0.550173,0.10172,0.162223,0.17476,0.653014,1.594794,0.628344,1.691614,-0.271872,2.320846,0.001477,6.192751,12.73105,0.078143,-0.023727,-6.258794,0.160646,-0.040292,-1.732891,-0.273563,0.113975,-0.000708,-2.535252
1284,DGC,Hóa chất,2016.0,1.840131,0.130363,32.836068,-573.230058,0.086247,0.205959,0.092922,0.290725,0.235339,0.418759,3.128688,0.319623,0.469773,0.147721,2.649809,-0.016711,15.165675,5.557913,0.179905,0.208993,-12.742489,0.065932,,,,,,
1285,DGC,Hóa chất,2017.0,1.81363,0.22411,232.326318,-1543.177989,0.038989,0.093193,0.093204,0.375137,0.36619,0.418364,4.0249,0.248453,0.330589,0.06744,0.495756,-0.017626,18.101173,1.927254,0.518423,0.131031,-14.740442,0.055197,-0.800112,-0.722774,-0.768771,-0.311974,-0.664042,-0.589856
1286,DGC,Hóa chất,2018.0,1.776131,0.152423,32.448522,-637.166663,0.168423,0.373004,0.057989,0.175311,0.160301,0.451531,3.023187,0.330777,0.49427,0.193139,2.187047,-0.010679,7.644789,8.032097,0.124473,0.28802,-5.934689,0.130779,22.050385,10.729126,8.280378,1.33586,6.57257,5.621064
1287,DGC,Hóa chất,2019.0,1.802093,0.117092,50.698996,-1147.394319,0.171173,0.357164,0.02704,0.10052,0.13892,0.479256,3.71742,0.269025,0.368036,0.176985,1.09343,-0.007971,6.298289,7.760536,0.128824,0.213143,-5.053096,0.158733,0.01458,-0.261243,-0.136135,-0.134872,-0.041411,-0.357874
1288,DGT,Xây dựng và Vật liệu,2016.0,1.936437,-0.029427,204.00257,-70087.915587,0.121598,0.194495,0.040761,0.078003,0.612028,0.625198,1.913667,0.732958,2.744733,0.007485,1.158154,-0.001147,4.502694,0.894597,1.117822,0.034802,-4.21649,0.222089,,,,,,
1289,DGT,Xây dựng và Vật liệu,2017.0,1.823579,-0.044501,872.187845,-225228.140055,0.011274,0.021926,0.009863,0.016665,0.67302,0.514171,1.689681,0.773951,3.423811,-0.07575,0.287577,-0.000597,25.695739,0.430434,2.323239,0.051107,-21.162482,0.038917,-0.920241,0.263317,-0.599692,-0.054006,-0.041478,-0.311677
1290,DGT,Xây dựng và Vật liệu,2018.0,1.966735,-0.705946,990.428737,-108972.118038,0.006555,0.016548,0.011909,0.013718,0.600611,0.3961,1.151923,0.998101,525.655906,-0.29888,0.293702,0.0,35.740552,0.390043,2.563818,0.007793,-34.551634,0.027979,-0.41663,-0.847002,-0.047542,-0.104559,2.24211,11.871922
1291,DGT,Xây dựng và Vật liệu,2019.0,1.879048,0.142314,5718.172377,-69097.224922,0.003035,0.004855,0.013444,0.027392,0.729579,0.625052,2.037515,0.823422,4.663207,-0.163091,0.064123,0.0,11.171407,0.046471,21.518882,0.004101,-9.820198,0.089514,-0.164178,-0.050086,-0.762444,1.192768,-0.86396,-1.052667
1292,DGW,Thiết bị và Phần cứng,2016.0,1.925961,0.021064,19.176826,-656.305456,0.54683,0.586204,0.025129,0.048802,0.305698,0.932832,1.942092,0.518012,1.07474,0.135277,5.924177,-0.027885,5.320179,9.516694,0.10388,0.184321,-4.983108,0.18582,,,,,,
1293,DGW,Thiết bị và Phần cứng,2017.0,1.917423,0.024456,44.213618,-1437.782731,0.553992,0.58795,0.021392,0.037805,0.330237,0.942244,1.767297,0.567467,1.311964,0.140657,2.689033,-0.030636,4.327057,7.258904,0.136178,0.172371,-4.015914,0.228447,0.236267,0.141171,-0.003686,0.318238,0.14946,0.167418
1294,DGW,Thiết bị và Phần cứng,2018.0,1.928346,0.023127,36.252231,-2045.493325,0.591083,0.620382,0.032053,0.049084,0.293718,0.952772,1.531336,0.655257,1.900712,0.136124,3.161903,-0.039285,4.517944,9.09199,0.10887,0.165925,-4.237231,0.219093,0.488248,0.342696,0.570265,0.240611,0.27628,0.469472
1295,DGW,Thiết bị và Phần cứng,2019.0,1.922905,0.024731,28.256709,-1192.14121,0.604413,0.635459,0.054492,0.088808,0.274915,0.951144,1.629728,0.615456,1.600486,0.185626,3.745857,-0.051007,5.839159,12.837651,0.076853,0.227906,-5.462088,0.168966,0.106128,0.485815,0.425876,0.012484,0.517963,0.528744
1296,DHA,Xây dựng và Vật liệu,2016.0,1.717614,0.234326,57.430268,-7667.790451,0.0,0.0,0.106845,1.337737,0.16837,0.51222,12.520318,0.087515,0.095908,0.099083,1.193238,-0.036722,,3.177767,0.314686,0.151088,,0.0,,,,,,
1297,DHA,Xây dựng và Vật liệu,2017.0,1.688477,0.284767,108.983912,-9015.900193,0.000611,0.001222,0.195689,3.485256,0.241401,0.499884,17.810209,0.064732,0.069212,0.158643,0.716193,-0.041099,1102.807722,2.789706,0.358461,0.209792,-759.257485,0.000907,,0.454292,0.264746,0.501649,0.064656,0.602046
1298,DHA,Xây dựng và Vật liệu,2018.0,1.690436,0.278798,108.600337,-9467.292171,0.00051,0.000958,0.228388,3.305125,0.202447,0.532459,14.471529,0.078399,0.085068,0.20237,0.759552,-0.041731,1391.898988,3.508838,0.284995,0.2199,-961.016915,0.000718,-0.084062,0.148773,0.159332,-0.080887,-0.066053,0.131809
1299,DHA,Xây dựng và Vật liệu,2019.0,1.691796,0.252787,93.572141,-9706.537754,0.00034,0.00058,0.162412,1.984337,0.199498,0.585488,12.217934,0.092649,0.102109,0.211846,0.805331,-0.041205,2289.123348,3.895529,0.256705,0.239521,-1583.605833,0.000437,-0.323135,0.108285,0.115368,0.002676,0.725425,0.009318
1300,DHB,Hóa chất,2016.0,2.073418,-0.48148,14.356034,-2883.281252,0.038583,0.685544,0.003308,0.024163,0.017124,0.05628,7.303527,0.895079,8.530997,-0.173665,0.442919,0.0,5.642031,12.712424,0.078663,-0.015982,-6.056255,0.177241,,,,,,
1301,DHB,Hóa chất,2017.0,1.913656,-0.238686,129.362552,-4028.271364,0.023392,0.167979,0.024367,0.129369,0.168052,0.139253,5.309109,0.955407,21.424817,-0.240099,0.266887,0.0,11.189387,1.557477,0.639165,0.021515,-10.269624,0.088967,-0.40597,-2.319011,0.007299,8.615809,-0.045614,-0.415979
1302,DHB,Hóa chất,2018.0,1.793646,-0.093742,197.127649,-4831.765869,0.02142,0.252786,0.026986,0.091311,0.192709,0.084737,3.383593,0.986616,73.715822,-0.275392,0.337415,-0.044482,15.677578,1.742633,0.573818,0.069286,-12.443013,0.063782,-0.09491,2.182966,0.096637,0.133392,0.132234,-0.50195
1303,DHB,Hóa chất,2019.0,1.882812,-0.219314,220.693633,-7412.464654,0.053563,0.580553,0.019541,0.044027,0.178619,0.092262,2.253058,1.055145,-19.13394,-0.351493,0.314368,0.002875,5.813143,1.743201,0.573635,0.036478,-5.132115,0.172017,1.434796,-0.487361,0.00423,-0.097488,0.047932,1.112154
1304,DHC,Lâm nghiệp và Giấy,2016.0,1.815177,0.144003,72.064604,-566.915438,0.088832,0.131097,0.055104,0.319886,0.419013,0.677606,5.805089,0.172263,0.208113,0.171486,2.143429,-0.021535,11.945372,2.53245,0.394875,0.196121,-9.737597,0.083714,,,,,,
1305,DHC,Lâm nghiệp và Giấy,2017.0,1.836413,0.11472,97.608431,-1298.819767,0.174119,0.398441,0.086191,0.336858,0.131331,0.437,3.908268,0.448718,0.813954,0.119904,0.849095,-0.018325,3.606457,4.781445,0.208944,0.102227,-3.019348,0.277018,3.015704,0.067889,0.245154,-0.357868,0.287401,-0.034153
1306,DHC,Lâm nghiệp và Giấy,2018.0,1.779025,0.163471,69.43633,-2951.783127,0.186064,0.597286,0.015744,0.069261,0.101067,0.311515,4.399175,0.5354,1.15239,0.117337,0.602186,-0.024758,2.748154,5.059348,0.197613,0.11291,-2.141319,0.363806,0.50127,0.551709,0.0647,0.081145,0.330333,0.63013
1307,DHC,Lâm nghiệp và Giấy,2019.0,1.787762,0.14559,75.441514,-2309.638047,0.14706,0.355056,0.073977,0.281714,0.19303,0.414188,3.808109,0.470805,0.889662,0.138632,0.736734,-0.034648,4.600984,3.50525,0.285257,0.14355,-3.624848,0.217323,-0.078332,0.482566,0.560209,1.227202,0.741578,0.374275
1308,DHD,Dược phẩm,2016.0,1.779479,0.067002,57.212407,-129.597327,0.206027,0.248344,0.033848,0.069151,0.591917,0.829603,2.043001,0.495643,0.982722,0.101727,3.814208,-0.051071,9.164528,3.189868,0.310761,0.403434,-7.206361,0.108165,,,,,,
1309,DHD,Dược phẩm,2017.0,1.787365,0.071113,119.70997,-231.025958,0.166305,0.209433,0.034347,0.087643,0.587117,0.794069,2.551726,0.540216,1.174936,0.163192,1.805489,-0.049442,9.377005,2.656096,0.374967,0.326598,-7.413149,0.106212,0.09639,0.099575,0.127851,0.347249,0.056862,0.19065
1310,DHD,Dược phẩm,2018.0,1.791503,0.055129,161.61712,-338.100128,0.136124,0.201358,0.01705,0.04663,0.514819,0.676029,2.734962,0.564426,1.29582,0.090314,1.244695,-0.029456,8.416976,2.225537,0.447522,0.235222,-6.688973,0.11833,-0.038531,-0.154001,-0.132455,0.029998,-0.060908,-0.330947
1311,DHD,Dược phẩm,2019.0,1.758801,0.049211,139.054623,-455.522851,0.12883,0.279725,0.03973,0.129329,0.27531,0.46056,3.255192,0.48074,0.925819,0.064741,1.052204,-0.020977,8.246777,3.859057,0.257299,0.250521,-6.302199,0.120403,-0.087924,0.026389,-0.140663,-0.484638,0.110942,-0.202297
1312,DHG,Dược phẩm,2016.0,1.498346,0.200078,34.874483,-134.025471,0.185753,0.266876,0.152886,0.592548,0.183232,0.696029,3.875739,0.272615,0.374788,0.186711,2.142678,-0.023701,5.162025,5.233053,0.174034,0.434179,-2.824628,0.176429,,,,,,
1313,DHG,Dược phẩm,2017.0,1.498934,0.177843,70.559471,-253.570417,0.155061,0.215641,0.134503,0.434628,0.207428,0.71907,3.231371,0.324989,0.481457,0.078534,1.161373,-0.027857,6.410071,4.791788,0.185567,0.436238,-3.596733,0.138719,-0.135159,0.04094,0.101243,0.172834,0.125467,-0.045408
1314,DHG,Dược phẩm,2018.0,1.489738,0.18491,74.043714,-295.555184,0.211958,0.283224,0.01803,0.075723,0.172896,0.748374,4.199716,0.252428,0.337663,0.130827,1.096663,-0.025664,4.354666,5.338493,0.164466,0.408164,-2.428981,0.201623,0.406557,-0.037234,-0.05011,-0.142314,-0.040881,-0.006489
1315,DHG,Dược phẩm,2019.0,1.494899,0.183469,63.315189,-263.492394,0.174939,0.231479,0.01696,0.099771,0.150649,0.755742,5.882851,0.185508,0.227759,0.160436,1.089943,-0.024258,5.371581,6.237649,0.141532,0.412917,-3.011228,0.164351,-0.18626,-0.002581,0.0088,-0.140925,0.023592,-0.004056
1316,DHM,Khai khoáng,2016.0,1.95688,0.015478,61.607405,-5557.210374,0.139561,0.22241,0.016066,0.030655,0.510159,0.627494,1.908068,0.524335,1.102319,0.011362,3.029321,-0.011658,10.828576,2.962306,0.337324,0.064088,-10.369362,0.09228,,,,,,
1317,DHM,Khai khoáng,2017.0,1.936022,0.005992,108.148785,-7301.510377,0.153091,0.30228,0.008919,0.018625,0.413795,0.506455,2.088317,0.479956,0.922915,0.010289,1.570165,-0.004186,10.678756,3.950806,0.252819,0.102815,-10.007162,0.093535,0.008329,0.474667,-0.026891,-0.254417,1.127755,-0.615029
1318,DHM,Khai khoáng,2018.0,1.944397,0.011433,93.456991,-5443.680974,0.127958,0.259936,0.015016,0.035768,0.381368,0.492268,2.382049,0.420796,0.726508,0.018081,1.552861,-0.004642,11.492944,3.856153,0.2593,0.081631,-10.854994,0.087001,-0.069572,-0.116183,0.009256,0.025947,-0.176524,0.910614
1319,DHM,Khai khoáng,2019.0,1.955212,0.009939,58.453732,-5337.417721,0.214153,0.445202,0.066516,0.179293,0.216569,0.481025,2.695483,0.371267,0.5905,0.02429,1.886509,-0.006712,9.124569,9.022789,0.11083,0.087519,-8.715896,0.109594,0.559392,-0.001048,0.252097,-0.470885,-0.005083,0.076266
1320,DHN,Dược phẩm,2016.0,1.676861,0.115111,15.367836,-39.760063,0.23594,0.381198,0.338894,1.958611,0.069422,0.618942,5.779413,0.173028,0.209231,0.007506,1.680018,-0.010301,3.494177,11.875452,0.084139,0.265951,-2.36698,0.28596,,,,,,
1321,DHN,Dược phẩm,2017.0,1.674711,0.112584,18.302418,-66.107245,0.245856,0.386743,0.370639,1.900656,0.015301,0.635709,5.128046,0.195006,0.242245,0.002793,0.881353,-0.013478,3.337169,53.621569,0.01803,0.247879,-2.328941,0.289707,0.080001,-0.033988,0.062645,-0.771562,-0.017816,0.008827
1322,DHN,Dược phẩm,2018.0,1.665635,0.118579,22.969797,-37.067695,0.248447,0.379353,0.101674,0.387539,0.077087,0.654922,3.811579,0.262358,0.355672,0.044267,0.781927,-0.013115,2.888142,9.308323,0.107376,0.239679,-1.923431,0.346066,0.169142,0.118681,-0.034426,4.828756,0.140455,0.065709
1323,DHN,Dược phẩm,2019.0,1.706839,0.125388,84.990619,-50.996362,0.298967,0.417867,0.053719,0.163914,0.229155,0.715459,3.051341,0.327725,0.487486,0.022386,0.683643,-0.011663,2.163924,2.823165,0.354212,0.189658,-1.529546,0.462123,0.286087,-0.15429,0.022719,2.177087,-0.210637,0.018923
1324,DHP,Hàng gia dụng,2016.0,1.860977,0.061487,10.077873,-1545.046351,0.474468,0.831874,0.024722,0.100091,0.068231,0.57036,4.048599,0.304555,0.437929,0.214303,2.47804,-0.022488,2.604168,18.10898,0.055171,0.17081,-2.244165,0.383651,,,,,,
1325,DHP,Hàng gia dụng,2017.0,1.870135,0.055324,17.098082,-2721.658303,0.513512,0.876431,0.017571,0.083837,0.053549,0.585913,4.771431,0.238429,0.313075,0.25184,1.308474,-0.01986,2.597147,24.905676,0.040061,0.170582,-2.26496,0.384172,0.034255,-0.045657,0.043838,-0.250018,-0.021937,-0.071929
1326,DHP,Hàng gia dụng,2018.0,1.870251,0.048279,20.73646,-1928.775398,0.450005,0.794562,0.022041,0.132087,0.092407,0.566356,5.992709,0.184766,0.226642,0.285951,1.332307,-0.026023,2.882433,14.036922,0.07105,0.165269,-2.515173,0.346001,-0.146429,-0.056308,-0.052134,0.680849,0.089576,-0.173307
1327,DHP,Hàng gia dụng,2019.0,1.870755,0.044404,19.893427,-1490.8435,0.514052,0.838627,0.030975,0.133486,0.059317,0.612968,4.309449,0.235417,0.307903,0.275382,1.403414,-0.018812,2.586533,22.4153,0.044433,0.167181,-2.261311,0.385066,0.232914,0.09179,0.108473,-0.307183,0.113854,0.017567
1328,DHQ,NULL,2017.0,1.756875,0.024154,24.827307,-175.47459,0.020201,0.047318,0.193269,1.990185,0.257881,0.426922,10.29746,0.097111,0.107556,-0.01529,3.919338,0.0,93.838462,7.350777,0.13604,0.460874,-71.023983,0.010657,,,,,,
1329,DHT,Dược phẩm,2016.0,1.848404,0.055127,18.799639,-557.939807,0.549092,0.623045,0.090999,0.151742,0.2416,0.881303,1.667505,0.606301,1.540012,0.090949,4.756594,-0.070646,4.271355,9.707633,0.102814,0.351713,-3.630819,0.233667,,,,,,
1330,DHT,Dược phẩm,2017.0,1.848438,0.059095,29.829621,-1089.122219,0.593709,0.660374,0.117566,0.198166,0.18557,0.899048,1.685564,0.599517,1.496986,0.0996,2.612603,-0.073226,3.928315,12.568164,0.079565,0.353451,-3.332986,0.254558,0.335265,0.241025,0.225735,-0.051473,0.211851,0.316421
1331,DHT,Dược phẩm,2018.0,1.858497,0.056739,29.338455,-989.690445,0.578843,0.652382,0.071727,0.127812,0.244657,0.887275,1.781914,0.56816,1.31567,0.074096,2.724278,-0.075791,4.609633,10.906106,0.091692,0.377566,-3.957357,0.216937,-0.018256,0.075656,0.165654,0.327579,0.099047,0.106082
1332,DHT,Dược phẩm,2019.0,1.876679,0.050756,35.111098,-793.886877,0.467943,0.541421,0.074154,0.129979,0.320417,0.864285,1.752831,0.577163,1.36498,0.066218,3.007731,-0.072521,5.9119,8.633831,0.115794,0.340549,-5.184141,0.169108,-0.066245,0.04181,0.22322,0.512724,0.010503,0.07128
1333,DIC,Dịch vụ tài chính,2016.0,1.931133,0.009757,72.88193,-6673.213744,0.151069,0.20458,0.012605,0.018004,0.606439,0.738437,1.428287,0.762466,3.209924,0.010287,3.075089,-0.01943,10.05203,2.50405,0.398245,0.100646,-9.385806,0.099206,,,,,,
1334,DIC,Dịch vụ tài chính,2017.0,1.940859,0.007314,162.17092,-16688.61453,0.067427,0.082697,0.008254,0.010363,0.78139,0.815353,1.255491,0.824756,4.706339,0.008399,1.602807,-0.013139,20.527063,1.771304,0.563695,0.079867,-19.342563,0.048642,-0.396511,0.072963,0.243689,0.742178,0.078731,-0.076117
1335,DIC,Dịch vụ tài chính,2018.0,1.905179,0.002894,322.253226,-31547.624761,0.129783,0.163143,0.017843,0.023042,0.661759,0.795517,1.291343,0.803706,4.094392,0.005462,0.826266,-0.008205,6.825365,1.338575,0.746972,0.083896,-6.178934,0.146494,0.666703,-0.090412,-0.467576,-0.266656,-0.083505,-0.780743
1336,DIC,Dịch vụ tài chính,2019.0,1.9529,-0.011712,198.307953,-46203.088387,0.121174,0.147093,0.014816,0.018495,0.696889,0.823794,1.248311,0.826312,4.757444,-0.00862,1.257919,0.016504,10.117005,1.75913,0.568463,0.05774,-9.640497,0.098843,-0.027319,-0.283001,0.517597,0.097087,-0.032365,-6.835449
1337,DID,Xây dựng và Vật liệu,2016.0,1.902256,0.02493,74.596203,-6420.000637,0.10192,0.167044,0.01679,0.0272,0.505664,0.610137,1.620035,0.641787,1.791635,0.008283,2.480241,-0.023818,12.138107,2.446505,0.408746,0.12092,-10.951681,0.082385,,,,,,
1338,DID,Xây dựng và Vật liệu,2017.0,1.930634,0.009717,148.729543,-12457.82587,0.121718,0.19225,0.020887,0.036402,0.511795,0.633124,1.742823,0.592159,1.451936,0.013321,1.25264,-0.009123,8.959313,2.130748,0.469201,0.07539,-8.339931,0.111588,0.602171,-0.163575,0.220086,0.357834,-0.078626,-0.539051
1339,DID,Xây dựng và Vật liệu,2018.0,1.887667,0.038939,170.627233,-10127.946927,0.037093,0.075685,0.010639,0.016937,0.445271,0.490102,1.591967,0.655069,1.899133,0.03462,1.015967,-0.020811,24.446997,2.036555,0.491025,0.101866,-21.700796,0.040905,-0.612552,0.71786,0.008155,0.106117,0.35724,3.236499
1340,DID,Xây dựng và Vật liệu,2019.0,1.894651,0.025997,178.900359,-8374.180714,0.069519,0.12796,0.029022,0.084921,0.451733,0.543285,2.926107,0.466959,0.876028,0.05001,0.915838,-0.008869,12.735975,1.959982,0.510209,0.093275,-11.394253,0.078518,1.005107,-0.020357,0.052804,0.085396,0.073079,-0.302612
